City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,nantucket,41.2835,-70.0995,7.06,85,75,10.29,US,1710536585
364,avarua,-21.2078,-159.775,29.03,65,20,2.06,CK,1710536587
365,zakynthos,37.7914,20.8953,12.02,69,7,4.17,GR,1710536377
366,chonchi,-42.6128,-73.8092,16.18,69,56,3.95,CL,1710536590
367,arkadelphia,34.1209,-93.0538,18.58,100,100,3.58,US,1710536592
368,mount carmel,38.4109,-87.7614,14.97,59,94,5.43,US,1710536593
369,leh,34.1667,77.5833,-22.62,72,25,2.53,IN,1710536594
370,goure,13.9835,10.2704,31.69,18,100,2.97,NE,1710536596
371,broken hill,-31.95,141.4333,23.0,52,100,8.33,AU,1710536597
372,voznesensk,47.5649,31.3308,5.06,91,96,2.76,UA,1710536599
373,udachny,66.4167,112.4,-27.84,100,100,1.59,RU,1710536601
374,namtsy,62.7161,129.6658,-32.66,100,100,1.6,RU,1710536443
375,balrampur,27.4333,82.1833,17.77,20,0,2.72,IN,1710536604
376,malango,-2.9627,119.9001,19.39,92,100,1.29,ID,1710536605
377,bazarnyy syzgan,53.7512,46.7535,-11.3,95,10,2.54,RU,1710536440
378,ulladulla,-35.35,150.4667,18.0,62,87,0.75,AU,1710536608
379,egilsstadir,65.2653,-14.3948,-3.35,92,100,2.39,IS,1710536610
380,belyy yar,53.6039,91.3903,-5.06,58,0,5.0,RU,1710536611
381,san luis,-33.295,-66.3356,24.27,68,56,5.43,AR,1710536613
382,lerwick,60.1545,-1.1494,4.0,68,70,6.86,GB,1710536559
383,peruibe,-24.32,-46.9983,26.46,89,78,2.27,BR,1710536616
384,lompoc,34.6391,-120.4579,22.1,49,0,6.69,US,1710536618
385,la passe,45.5549,-0.8967,14.13,79,92,5.36,FR,1710536619
386,sault ste. marie,46.5168,-84.3333,2.42,57,9,4.15,CA,1710536456
387,villa emilio carranza,19.9667,-96.6,28.21,75,65,3.6,MX,1710536622
388,la sarre,48.8002,-79.1996,-1.23,74,100,1.29,CA,1710536623
389,bathsheba,13.2167,-59.5167,28.34,69,40,7.72,BB,1710536625
390,kachug,53.9606,105.8817,-17.73,100,84,1.32,RU,1710536570
391,puerto san jose,13.9256,-90.8244,30.64,58,18,6.42,GT,1710536628
392,jiujiang,29.7333,115.9833,13.98,92,20,0.92,CN,1710536630
393,uusikaupunki,60.8004,21.4084,2.84,95,100,7.19,FI,1710536547
394,luau,-10.7073,22.2247,18.8,95,18,0.67,AO,1710536633
395,kingaroy,-26.5333,151.8333,17.9,82,47,5.29,AU,1710536634
396,champerico,14.3,-91.9167,36.3,60,36,7.07,GT,1710536636
397,waingapu,-9.6567,120.2641,25.57,87,76,4.25,ID,1710536638
398,itapaci,-14.9508,-49.5494,26.08,83,20,1.31,BR,1710536406
399,bodo,67.28,14.405,1.02,85,75,13.38,NO,1710536641
400,yima,34.7381,111.8839,10.45,59,45,2.13,CN,1710536642
401,abu dhabi,24.4667,54.3667,24.97,64,24,1.48,AE,1710536550
402,cruz alta,-28.6386,-53.6064,21.55,92,100,1.32,BR,1710536449
403,tucuma,-0.1833,-50.05,25.67,90,100,2.56,BR,1710536648
404,thinadhoo,0.5333,72.9333,28.05,73,51,1.95,MV,1710536649
405,juegang,32.3174,121.1855,11.02,95,98,4.34,CN,1710536650
406,dubovka,49.0583,44.829,2.53,73,100,3.85,RU,1710536516
407,nadym,65.5333,72.5167,-4.55,96,100,6.73,RU,1710536537
408,mil'kovo,55.6078,37.7956,3.52,95,100,3.39,RU,1710536655
409,ouargla,31.9493,5.325,20.22,23,0,3.79,DZ,1710536657
410,lisala,2.15,21.5167,22.08,96,100,1.33,CD,1710536659
411,whakatane,-37.9585,176.9854,15.99,83,71,2.24,NZ,1710536660
412,iola,37.9245,-95.4,19.03,34,0,5.14,US,1710536662
413,uyuni,-20.4597,-66.825,19.9,36,100,4.17,BO,1710536663
414,guatire,10.4762,-66.5427,31.5,60,98,2.81,VE,1710536665
415,licheng,23.2955,113.8284,19.88,94,99,1.59,CN,1710536431
416,ad dilam,23.9915,47.1627,25.3,31,100,3.08,SA,1710536445
417,panadura,6.7132,79.9026,25.57,83,11,2.68,LK,1710536671
418,constantia,44.1833,28.65,6.5,80,100,2.71,RO,1710536416
419,walvis bay,-22.9575,14.5053,16.72,83,0,2.43,NA,1710536674
420,korla,41.7597,86.1469,3.85,63,100,6.33,CN,1710536425
421,costa rica,-23.4167,-54.65,35.64,31,86,1.01,BR,1710536677
422,palikir - national government center,6.9248,158.1611,27.47,83,100,5.14,FM,1710536679
423,iquique,-20.2208,-70.1431,20.81,81,93,0.69,CL,1710536426
424,posto fiscal rolim de moura,-13.0833,-62.2667,31.99,59,91,2.14,BR,1710536682
425,krasnyy chikoy,50.3643,108.7512,-6.42,89,100,1.46,RU,1710536683
426,as suwayq,23.8494,57.4386,24.23,51,7,0.65,OM,1710536565
427,metkovic,43.0542,17.6483,11.26,77,96,0.74,HR,1710536686
428,dunedin,-45.8742,170.5036,11.56,62,100,2.68,NZ,1710536688
429,fauske,67.2588,15.3918,1.02,89,92,3.33,NO,1710536689
430,amahai,-3.3333,128.9167,26.08,83,98,2.41,ID,1710536690
431,krasnaya yaruga,50.8008,35.6583,3.72,79,100,1.95,RU,1710536691
432,beau vallon,-20.4189,57.6953,26.79,82,15,6.23,MU,1710536693
433,saint-joseph,-21.3667,55.6167,24.21,79,42,4.39,RE,1710536695
434,toyooka,35.5333,134.8333,6.54,67,5,1.63,JP,1710536696
435,mgandu,-5.95,34.1333,16.7,97,76,2.09,TZ,1710536698
436,oriximina,-1.7656,-55.8661,26.32,94,100,2.06,BR,1710536700
437,nagqu,31.5,92.0,-6.51,16,98,2.25,CN,1710536701
438,higuera de zaragoza,25.95,-109.2833,23.96,48,20,6.14,MX,1710536703
439,new norfolk,-42.7826,147.0587,8.73,96,67,0.72,AU,1710536705
440,saminaka,10.414,8.6828,32.05,22,100,0.14,NG,1710536707
441,rasos,54.669,25.2986,5.01,81,0,4.63,LT,1710536709
442,gobabis,-22.45,18.9667,27.38,27,75,3.7,NA,1710536415
443,boa vista,2.8197,-60.6733,34.99,38,40,6.69,BR,1710536716
444,bakanas,44.8081,76.2772,-0.2,45,100,3.89,KZ,1710536717
445,aconibe,1.2968,10.9369,21.92,94,92,1.01,GQ,1710536639
446,mccook,40.2019,-100.6257,13.25,41,0,3.09,US,1710536721
447,anaconda,46.1285,-112.9423,5.55,51,99,1.83,US,1710536722
448,inebolu,41.9747,33.7608,8.55,96,100,1.68,TR,1710536723
449,revda,56.801,59.9303,-3.48,85,100,8.12,RU,1710536531
450,vinita,36.6387,-95.1541,17.45,53,69,1.79,US,1710536727
451,tsiombe,-25.3,45.4833,25.11,88,100,4.62,MG,1710536728
452,macau,22.2006,113.5461,20.4,94,40,2.06,MO,1710536732
453,ostashkov,57.1467,33.1075,1.26,92,100,3.2,RU,1710536733
454,gornozavodsk,58.3758,58.3211,-2.07,93,93,6.77,RU,1710536726
455,mzimba,-11.9,33.6,18.64,94,56,3.71,MW,1710536736
456,timbuktu,16.7735,-3.0074,27.72,9,0,4.97,ML,1710536738
457,bafq,31.6128,55.4107,17.72,42,100,1.52,IR,1710536741
458,polyarnyy,69.1989,33.4478,-5.58,91,100,2.15,RU,1710536742
459,fisterra,42.9049,-9.2629,13.19,93,55,5.55,ES,1710536744
460,kas,36.2018,29.6377,13.82,63,0,4.75,TR,1710536706
461,maceio,-9.6658,-35.7353,28.69,78,20,3.6,BR,1710536747
462,murudeshwara,14.0943,74.4845,24.58,70,0,2.97,IN,1710536749
463,ceeldheer,3.8488,47.1806,26.75,73,6,6.02,SO,1710536751
464,barkot,30.8167,78.2,7.73,48,2,1.78,IN,1710536753
465,el matama,16.7095,33.3565,34.18,18,100,9.57,SD,1710536754
466,kamaishi,39.2667,141.8833,1.35,80,1,2.72,JP,1710536546
467,marshall,34.3834,-86.3333,21.17,78,100,5.66,US,1710536758
468,hobyo,5.3505,48.5268,27.46,68,49,5.62,SO,1710536759
469,sur,22.5667,59.5289,23.56,50,79,1.41,OM,1710536532
470,kardla,58.9978,22.7492,7.24,75,100,8.64,EE,1710536762
471,dhidhdhoo,6.8833,73.1,28.64,64,52,3.06,MV,1710536764
472,maryville,35.7565,-83.9705,21.18,80,100,4.63,US,1710536765
473,san sebastian de la gomera,28.0916,-17.1133,19.65,82,0,1.03,ES,1710536505
474,castillos,-34.1667,-53.8333,20.2,98,100,2.01,UY,1710536769
475,vuktyl,63.8567,57.3094,0.62,99,100,5.81,RU,1710536771
476,trairi,-3.2778,-39.2689,23.51,97,100,3.65,BR,1710536773
477,saudarkrokur,65.7461,-19.6394,-0.59,91,100,1.32,IS,1710536774
478,tottori,35.5,134.2333,7.89,55,0,2.14,JP,1710536515
479,saint croix,17.7397,-64.7388,26.25,82,75,4.63,VI,1710536779
480,kapiri mposhi,-13.9652,28.6809,18.46,97,75,2.6,ZM,1710536781
481,yorkton,51.2167,-102.4677,2.36,97,85,9.53,CA,1710536782
482,norrtalje,59.758,18.705,8.02,91,100,4.38,SE,1710536503
483,rikaze,29.25,88.8833,-0.35,45,10,1.82,CN,1710536785
484,la'ie,21.6477,-157.9253,23.98,68,67,1.34,US,1710536787
485,baicheng,45.6167,122.8167,-1.07,45,100,4.25,CN,1710536790
486,forster,-32.1667,152.5167,17.43,100,74,4.38,AU,1710536791
487,arraial do cabo,-22.9661,-42.0278,26.92,78,0,6.17,BR,1710536793
488,ciudad guayana,8.3533,-62.6528,38.09,25,73,4.24,VE,1710536794
489,san antonio de pale,-1.4014,5.6325,28.94,71,54,0.29,GQ,1710536780
490,lazaro cardenas,17.9583,-102.2,27.9,61,31,6.05,MX,1710536798
491,bayganin,48.6947,55.8742,-7.27,87,10,4.28,KZ,1710536799
492,skeldon,5.8833,-57.1333,27.67,76,54,3.92,GY,1710536801
493,sake,-1.5736,29.045,17.85,94,97,0.93,CD,1710536802
494,khamis mushait,18.3064,42.7292,19.34,48,0,3.09,SA,1710536803
495,sola,-13.8833,167.55,28.61,80,91,5.94,VU,1710536804
496,urengoy,65.9667,78.3667,-10.1,94,100,9.28,RU,1710536806
497,island harbour,50.724,-1.2758,11.2,91,88,2.68,GB,1710536808
498,samalut,28.3121,30.7101,17.94,36,7,3.66,EG,1710536809
499,veraval,20.9,70.3667,22.86,69,24,4.56,IN,1710536811
500,ust'-ilimsk,58.0006,102.6619,-8.64,93,100,4.02,RU,1710536813
501,masasi,-10.7167,38.8,21.77,97,99,1.29,TZ,1710536814
502,dubreka,9.7911,-13.5233,27.42,79,0,1.33,GN,1710536816
503,cromwell,41.5951,-72.6454,14.85,72,75,5.66,US,1710536817
504,codrington,-38.2667,141.9667,15.16,75,38,4.12,AU,1710536819
505,camana,-16.6228,-72.7111,23.54,75,41,2.57,PE,1710536822
506,mkushi,-13.6202,29.3939,19.14,94,90,2.75,ZM,1710536823
507,opuwo,-18.0607,13.84,21.61,33,18,1.76,NA,1710536825
508,narrabri,-30.3167,149.7833,19.73,66,53,0.89,AU,1710536826
509,san fernando de apure,7.8878,-67.4724,38.97,24,74,4.22,VE,1710536828
510,monroeville,40.4212,-79.7881,10.46,74,100,3.09,US,1710536736
511,tshabong,-26.05,22.45,26.04,17,0,3.96,BW,1710536832
512,charikar,35.0136,69.1714,3.83,35,0,3.0,AF,1710536833
513,barranca,-10.75,-77.7667,24.1,75,25,4.2,PE,1710536835
514,ankang,32.68,109.0172,12.85,73,100,0.84,CN,1710536836
515,al jawf,29.5,38.75,15.36,40,1,5.95,SA,1710536714
516,deqen,29.9618,90.7188,-3.1,37,3,2.06,CN,1710536840
517,rosetta,31.4044,30.4164,15.17,68,3,3.07,EG,1710536841
518,ta`u,-14.2336,-169.5144,28.43,78,96,3.17,AS,1710536843
519,ko samui,9.5357,99.9357,27.98,77,38,5.55,TH,1710536844
520,jaruco,23.0431,-82.0108,29.62,50,7,2.53,CU,1710536846
521,hammerfest,70.6634,23.6821,-5.75,79,0,4.63,NO,1710536849
522,afif,23.9065,42.9172,23.74,42,100,5.51,SA,1710536851
523,colchani,-20.3,-66.9333,18.05,44,99,4.41,BO,1710536853
524,huehuetan,15.0167,-92.3667,35.1,35,35,5.74,MX,1710536855
525,horsham,51.064,-0.3272,11.68,81,75,3.09,GB,1710536648
526,hami,42.8,93.45,3.55,33,92,4.11,CN,1710536860
527,tevriz,57.509,72.4042,-2.03,92,100,5.77,RU,1710536861
528,fada,9.5667,8.3,27.14,46,75,0.28,NG,1710536863
529,piton saint-leu,-21.2196,55.3151,23.06,78,75,1.54,RE,1710536865
530,thakhek,17.4103,104.8307,24.88,68,10,1.79,LA,1710536866
531,shancheng,34.7953,116.0817,10.3,88,84,2.15,CN,1710536867
532,lautoka,-17.6167,177.4667,24.92,94,75,3.09,FJ,1710536868
533,sayalkudi,9.1833,78.45,26.92,79,6,1.87,IN,1710536869
534,rawson,-43.3002,-65.1023,22.79,26,56,8.8,AR,1710536870
535,san julian,21.0167,-102.1667,27.3,13,51,7.2,MX,1710536872
536,vorkuta,67.5,64.0,-3.95,95,100,6.55,RU,1710536754
537,zavallya,48.2135,30.0156,4.84,92,100,1.79,UA,1710536875
538,noumea,-22.2763,166.4572,26.67,99,88,4.85,NC,1710536584
539,tralee,52.2704,-9.7026,5.97,86,96,1.98,IE,1710536620
540,christchurch,-43.5333,172.6333,12.4,72,23,1.03,NZ,1710536590
541,pangai,-19.8,-174.35,27.15,85,100,11.44,TO,1710536881
542,al jabin,14.704,43.599,23.91,51,96,0.77,YE,1710536883
543,mammoth lakes,37.6485,-118.9721,2.36,50,100,1.54,US,1710536600
544,carutapera,-1.195,-46.02,25.21,92,100,3.21,BR,1710536887
545,dukhan,25.4297,50.7858,21.58,65,90,2.01,QA,1710536704
546,minas de marcona,-15.2119,-75.1103,21.28,69,62,7.59,PE,1710536891
547,gold camp,33.2937,-111.3043,11.51,71,94,5.91,US,1710536894
